principal,pid,datetime
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.324.3,2021-08-06 11:23:22.534
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.911.1,2021-08-02 08:03:23.326
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.324.3,2021-08-06 11:23:24.953
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.324.3,2021-08-06 11:23:21.510
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.929.2,2021-08-06 11:26:45.089
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.324.3,2021-08-06 11:23:22.963
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.327.2,2021-08-09 08:18:02.963
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.326.2,2021-08-06 15:02:59.460
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.325.2,2021-08-06 14:54:17.852
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.929.2,2021-08-06 11:26:44.098
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.337.2,2021-08-06 15:57:52.415
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.929.2,2021-08-06 11:26:43.112
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.931.1,2021-08-06 15:06:45.899
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.10,2021-08-06 16:13:13.832
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.3,2021-08-09 11:38:37.433
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.329.2,2021-08-09 10:36:26.893
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.331.2,2021-08-09 11:53:43.953
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.931.1,2021-08-06 15:06:47.211
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.335.2,2021-08-06 12:13:11.840
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.335.2,2021-08-06 12:13:14.445
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.2,2021-08-09 11:27:34.033
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.929.2,2021-08-06 11:26:44.600
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.937.1,2021-08-09 10:45:29.475
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.938.1,2021-08-09 11:42:36.182
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.351.2,2021-08-09 13:21:14.892
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.939.1,2021-08-09 11:57:01.086
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.334.2,2021-08-09 13:32:34.845
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.10,2021-08-06 16:13:14.324
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.325.2,2021-08-06 14:54:18.361
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.337.2,2021-08-06 15:57:52.890
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.930.1,2021-08-06 14:57:26.681
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.335.2,2021-08-06 12:13:10.389
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.326.2,2021-08-06 15:02:59.966
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.331.2,2021-08-09 11:53:44.435
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.335.2,2021-08-06 12:13:09.972
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.338.2,2021-08-07 12:50:59.935
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.3,2021-08-09 11:38:37.866
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.934.1,2021-08-06 16:03:15.843
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.929.2,2021-08-06 11:26:45.189
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.335.2,2021-08-06 12:13:14.552
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.337.2,2021-08-06 15:57:53.360
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.325.2,2021-08-06 14:54:18.840
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.930.1,2021-08-06 14:57:27.181
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.11,2021-08-07 13:04:09.287
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.327.2,2021-08-09 08:18:03.307
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.937.1,2021-08-09 10:45:29.860
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.331.2,2021-08-09 11:53:45.664
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.337.2,2021-08-06 15:57:50.144
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.934.1,2021-08-06 16:03:16.365
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.335.2,2021-08-06 12:13:10.805
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.326.2,2021-08-06 15:03:00.436
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.10,2021-08-06 16:13:14.805
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.937.1,2021-08-09 10:45:30.774
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.334.2,2021-08-09 13:32:35.283
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.335.2,2021-08-06 12:13:12.348
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.351.2,2021-08-09 13:21:15.260
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.938.1,2021-08-09 11:42:36.641
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.394.4,2020-05-02 01:05:30.495
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.835.1,2022-04-18 13:22:11.924
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.10,2021-08-06 16:13:15.266
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.325.2,2021-08-06 14:54:19.341
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.2,2021-08-09 11:27:34.473
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.939.1,2021-08-09 11:57:01.584
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.335.2,2021-08-06 12:13:11.331
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.2,2021-08-09 11:27:34.835
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.930.1,2021-08-06 14:57:27.638
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.335.2,2021-08-06 12:13:12.923
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.338.2,2021-08-07 12:51:00.009
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.337.2,2021-08-06 15:57:50.582
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.327.2,2021-08-09 08:18:03.366
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.331.2,2021-08-09 11:53:44.936
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.326.2,2021-08-06 15:03:00.935
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.337.2,2021-08-06 15:57:53.812
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.934.1,2021-08-06 16:03:16.870
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.3,2021-08-09 11:38:38.322
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.335.2,2021-08-06 12:13:13.401
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.939.1,2021-08-09 11:57:02.043
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.930.1,2021-08-06 14:57:25.789
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.938.1,2021-08-09 11:42:37.021
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.325.2,2021-08-06 14:54:19.823
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.930.1,2021-08-06 14:57:27.710
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.931.1,2021-08-06 15:06:45.454
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.326.2,2021-08-06 15:03:01.450
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.334.2,2021-08-09 13:32:35.755
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.351.2,2021-08-09 13:21:15.595
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.326.2,2021-08-06 15:02:58.472
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.938.1,2021-08-09 11:42:37.448
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.351.2,2021-08-09 13:21:15.989
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.337.2,2021-08-06 15:57:53.920
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.325.2,2021-08-06 14:54:17.296
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.934.1,2021-08-06 16:03:16.960
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.2,2021-08-09 11:27:35.243
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.931.1,2021-08-06 15:06:46.700
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.3,2021-08-09 11:38:38.781
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.10,2021-08-06 16:13:15.387
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.326.2,2021-08-06 15:02:59.012
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.331.2,2021-08-09 11:53:45.305
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.931.1,2021-08-06 15:06:46.274
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.939.1,2021-08-09 11:57:02.540
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.337.2,2021-08-06 15:57:51.035
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.334.2,2021-08-09 13:32:36.193
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.338.2,2021-08-07 12:50:56.862
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.337.2,2021-08-06 15:57:51.468
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.936.1,2021-08-07 12:57:14.573
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.940.1,2021-08-09 13:35:28.992
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.337.2,2021-08-06 15:57:51.929
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.936.1,2021-08-07 12:57:16.382
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.934.1,2021-08-06 16:03:14.809
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.325.2,2021-08-06 14:54:20.349
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.939.1,2021-08-09 11:57:02.954
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.10,2021-08-06 16:13:13.444
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.940.1,2021-08-09 13:35:29.402
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.326.2,2021-08-06 15:03:01.871
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.934.1,2021-08-06 16:03:15.328
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.2,2021-08-09 11:27:35.633
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.334.2,2021-08-09 13:32:37.029
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.3,2021-08-09 11:38:38.878
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.338.2,2021-08-07 12:50:57.323
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.936.1,2021-08-07 12:57:16.297
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.931.1,2021-08-06 15:06:47.125
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.936.1,2021-08-07 12:57:15.026
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.351.2,2021-08-09 13:21:16.383
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.930.1,2021-08-06 14:57:26.276
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.938.1,2021-08-09 11:42:37.867
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.11,2021-08-07 13:04:07.339
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.940.1,2021-08-09 13:35:28.272
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.325.2,2021-08-06 14:54:20.798
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.335.2,2021-08-06 12:13:13.921
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.326.2,2021-08-06 15:03:01.972
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.334.2,2021-08-09 13:32:36.608
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.942.1,2021-08-10 10:07:23.686
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.334.2,2021-08-09 13:32:37.505
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.338.2,2021-08-07 12:50:57.800
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.345.2,2021-08-10 09:38:57.817
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.932.1,2021-08-09 08:19:45.181
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.940.1,2021-08-09 13:35:29.773
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.463.1,2020-01-29 14:07:19.942
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.355.2,2021-08-09 21:06:38.030
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.327.2,2021-08-09 08:18:00.903
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.13,2021-08-10 16:38:09.374
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.936.1,2021-08-07 12:57:15.457
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.941.1,2021-08-09 21:09:55.875
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.12,2021-08-09 21:19:06.403
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.345.2,2021-08-10 09:38:58.650
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.355.2,2021-08-09 21:06:41.393
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.932.1,2021-08-09 08:19:44.037
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.357.2,2021-08-10 16:19:56.103
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.932.1,2021-08-09 08:19:45.560
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.346.2,2021-08-10 14:02:54.229
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.327.2,2021-08-09 08:18:01.553
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.940.1,2021-08-09 13:35:29.836
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.944.1,2021-08-10 14:09:15.238
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.2,2021-08-09 11:27:36.022
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.345.2,2021-08-10 09:38:58.738
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.351.2,2021-08-09 13:21:16.748
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.325.2,2021-08-06 14:54:20.899
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.13,2021-08-10 16:38:09.730
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.932.1,2021-08-09 08:19:45.633
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.938.1,2021-08-09 11:42:37.969
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.942.1,2021-08-10 10:07:24.152
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.334.2,2021-08-09 13:32:37.979
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.936.1,2021-08-07 12:57:15.847
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.357.2,2021-08-10 16:19:56.741
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.327.2,2021-08-09 08:18:01.887
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.331.2,2021-08-09 11:53:46.067
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.346.2,2021-08-10 14:02:54.629
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.12,2021-08-09 21:19:06.854
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.11,2021-08-07 13:04:07.833
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.945.1,2021-08-10 16:34:35.218
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.338.2,2021-08-07 12:50:58.253
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.940.1,2021-08-09 13:35:28.663
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.463.1,2020-01-29 14:07:20.018
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.941.1,2021-08-09 21:09:56.354
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.355.2,2021-08-09 21:06:38.489
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.355.2,2021-08-09 21:06:41.495
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.327.2,2021-08-09 08:18:01.226
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.932.1,2021-08-09 08:19:44.438
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.357.2,2021-08-10 16:19:57.131
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.329.2,2021-08-09 10:36:25.224
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.2,2021-08-09 11:27:36.428
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.942.1,2021-08-10 10:07:24.645
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.331.2,2021-08-09 11:53:46.526
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.329.2,2021-08-09 10:36:23.800
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.13,2021-08-10 16:38:10.723
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.327.2,2021-08-09 08:18:02.225
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.12,2021-08-09 21:19:07.288
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.346.2,2021-08-10 14:02:55.068
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.355.2,2021-08-09 21:06:38.968
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.329.2,2021-08-09 10:36:24.253
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.945.1,2021-08-10 16:34:35.721
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.932.1,2021-08-09 08:19:44.818
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.351.2,2021-08-09 13:21:17.147
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.944.1,2021-08-10 14:09:15.673
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.334.2,2021-08-09 13:32:38.077
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.338.2,2021-08-07 12:50:58.663
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.346.3,2021-08-11 05:25:17.704
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.11,2021-08-07 13:04:08.318
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.941.1,2021-08-09 21:09:56.847
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.346.3,2021-08-11 05:25:16.354
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.13,2021-08-10 16:38:10.072
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.941.1,2021-08-09 21:09:57.315
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.329.2,2021-08-09 10:36:25.650
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.346.3,2021-08-11 05:25:16.826
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.329.2,2021-08-09 10:36:24.721
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.338.2,2021-08-07 12:50:59.093
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.11,2021-08-07 13:04:08.756
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.3,2021-08-09 11:38:35.639
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.327.2,2021-08-09 08:18:02.583
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.329.2,2021-08-09 10:36:26.775
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.329.2,2021-08-09 10:36:26.023
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.937.1,2021-08-09 10:45:30.277
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.329.2,2021-08-09 10:36:26.364
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.937.1,2021-08-09 10:45:29.051
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.2,2021-08-09 11:27:33.636
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.3,2021-08-09 11:38:36.097
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.3,2021-08-09 11:38:36.551
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.3,2021-08-09 11:38:36.990
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.937.1,2021-08-09 10:45:30.687
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.338.2,2021-08-07 12:50:59.532
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.11,2021-08-07 13:04:09.192
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.261.2,2021-08-24 12:38:11.260
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.350.3,2021-08-11 14:17:37.971
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.348.2,2021-08-11 16:26:15.307
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.951.1,2021-08-12 06:23:23.325
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.261.2,2021-08-24 12:38:11.841
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.348.2,2021-08-11 16:26:15.687
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.261.2,2021-08-24 12:38:12.400
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.348.2,2021-08-11 16:26:15.774
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.261.2,2021-08-24 12:38:12.992
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.330.2,2021-08-09 11:27:36.510
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.331.2,2021-08-09 11:53:46.940
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.351.2,2021-08-09 13:21:17.579
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.12,2021-08-09 21:19:07.725
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.355.2,2021-08-09 21:06:39.467
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.463.1,2020-01-29 14:07:17.989
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.331.2,2021-08-09 11:53:47.002
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.351.2,2021-08-09 13:21:17.962
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.355.2,2021-08-09 21:06:39.935
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.463.1,2020-01-29 14:07:19.074
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.941.1,2021-08-09 21:09:57.796
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.12,2021-08-09 21:19:08.169
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.351.2,2021-08-09 13:21:18.022
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.345.2,2021-08-10 09:38:55.602
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.463.1,2020-01-29 14:07:19.514
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.345.2,2021-08-10 09:38:58.246
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.355.2,2021-08-09 21:06:40.398
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.345.2,2021-08-10 09:38:56.963
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.941.1,2021-08-09 21:09:57.875
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.12,2021-08-09 21:19:08.245
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.345.2,2021-08-10 09:38:56.055
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.345.2,2021-08-10 09:38:55.213
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.357.2,2021-08-10 16:19:55.514
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.345.2,2021-08-10 09:38:57.377
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.345.2,2021-08-10 09:38:56.487
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.346.2,2021-08-10 14:02:53.816
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.942.1,2021-08-10 10:07:23.217
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.944.1,2021-08-10 14:09:14.502
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.346.3,2021-08-11 05:25:18.150
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.945.1,2021-08-10 16:34:34.163
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.944.1,2021-08-10 14:09:14.870
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.261.2,2021-08-24 12:38:13.533
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.951.1,2021-08-12 06:23:25.380
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.346.3,2021-08-11 05:25:18.599
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.947.1,2021-08-12 05:26:04.751
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.945.1,2021-08-10 16:34:34.822
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.355.2,2021-08-09 21:06:40.889
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.346.3,2021-08-11 05:25:19.123
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.942.1,2021-08-10 10:07:25.140
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.13,2021-08-10 16:38:10.411
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.968.1,2021-08-25 06:00:04.160
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.968.1,2021-08-25 06:00:04.614
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.952.1,2021-08-12 05:18:58.342
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.15,2021-08-11 17:48:01.555
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.946.1,2021-08-12 06:15:20.758
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.346.2,2021-08-10 14:02:55.535
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.947.1,2021-08-12 05:26:02.968
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.968.1,2021-08-25 06:00:05.066
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.944.1,2021-08-10 14:09:16.092
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.15,2021-08-11 17:48:02.571
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.13,2021-08-10 16:38:10.782
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.759.15,2021-08-11 17:48:02.922
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.1216.1,2022-09-16 14:19:58.385
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.357.2,2021-08-10 16:19:57.552
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.261.2,2021-08-24 12:38:15.717
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.946.1,2021-08-12 06:15:25.082
